k,alphaC,alpha,iterations,stepsize,time
20,0.010839843750000001,0.1,3,10,0.178015301
20,0.012556417513786722,0.1,4,1,0.475676649
20,0.012329963339690808,0.1,4,2,0.420049683
20,0.012647119646326125,0.1,4,3,0.416030445
20,0.012683908106274663,0.1,4,4,0.387736229
20,0.01201629638671875,0.1,4,5,0.318240381
20,0.011986117832162907,0.1,4,6,0.318726523
20,0.012438723806177159,0.1,4,7,0.328557839
20,0.011932586310705963,0.1,4,8,0.3455551
20,0.012977918858533811,0.1,4,9,0.287045834
20,0.012902832031249999,0.1,4,10,0.22457111
20,0.012621462277399928,0.1,5,1,0.38871963
20,0.014523696899414065,0.1,5,2,0.331128566
20,0.012763584394462495,0.1,5,3,0.518046765
20,0.01217871688724808,0.1,5,4,0.358082736
20,0.01129150390625,0.1,5,5,0.236682309
20,0.01269118358699602,0.1,5,6,0.306977979
20,0.012438723806177159,0.1,5,7,0.344486369
20,0.012186264205973782,0.1,5,8,0.255936016
20,0.012977918858533811,0.1,5,9,0.281778188
20,0.0128173828125,0.1,5,10,0.216692175
20,0.012995834171399578,0.1,6,1,0.400427313
20,0.012708234786987307,0.1,6,2,0.406176294
20,0.012669293936664099,0.1,6,3,0.384751469
20,0.012259908333163058,0.1,6,4,0.351480451
20,0.012420654296875,0.1,6,5,0.264094678
20,0.012148092397462411,0.1,6,6,0.331876708
20,0.012438723806177159,0.1,6,7,0.33870584
20,0.012930221662001331,0.1,6,8,0.419960447
20,0.011916886303207736,0.1,6,9,0.37294764
20,0.012646484375000001,0.1,6,10,0.211819033
20,0.012614865508219357,0.1,7,1,0.598473008
20,0.012708234786987307,0.1,7,2,0.445402708
20,0.01147358915248944,0.1,7,3,0.471060097
20,0.012951679538194642,0.1,7,4,0.372807326
20,0.012524414062500001,0.1,7,5,0.242498893
20,0.012862686067901377,0.1,7,6,0.301173112
20,0.012185045895188595,0.1,7,7,0.261918454
20,0.012863278884083437,0.1,7,8,0.298619211
20,0.012907452785467944,0.1,7,9,0.363538769
20,0.010839843750000001,0.1,7,10,0.173278866
20,0.013098427613301792,0.1,8,1,0.55003332
20,0.012458302080631256,0.1,8,2,0.486737443
20,0.012750549624549076,0.1,8,3,0.45176793
20,0.012016333995418103,0.1,8,4,0.341998268
20,0.01129150390625,0.1,8,5,0.23651315
20,0.012862686067901377,0.1,8,6,0.305984361
20,0.013035803604086899,0.1,8,7,0.292947148
20,0.012045053052864053,0.1,8,8,0.385627007
20,0.013259783150797282,0.1,8,9,0.307199116
20,0.0128173828125,0.1,8,10,0.216594226
20,0.012810592957808068,0.1,9,1,0.563384814
20,0.012814253568649292,0.1,9,2,0.4854656
20,0.012998566617740778,0.1,9,3,0.408874415
20,0.013351482217131226,0.1,9,4,0.36484246
20,0.012714385986328125,0.1,9,5,0.301883397
20,0.011281052077329795,0.1,9,6,0.237458394
20,0.012185045895188595,0.1,9,7,0.270229749
20,0.013071497292160377,0.1,9,8,0.356635725
20,0.012977918858533811,0.1,9,9,0.281531812
20,0.012646484375000001,0.1,9,10,0.199932577
20,0.012394555960781872,0.1,10,1,0.681941698
20,0.012797795701771973,0.1,10,2,0.606765373
20,0.012763278663185926,0.1,10,3,0.40640945
20,0.012855312269872974,0.1,10,4,0.386564138
20,0.012420654296875,0.1,10,5,0.261552795
20,0.01269118358699602,0.1,10,6,0.292427954
20,0.012225952957301951,0.1,10,7,0.344445506
20,0.012863278884083437,0.1,10,8,0.283276576
20,0.012095072468632659,0.1,10,9,0.347712696
20,0.0128173828125,0.1,10,10,0.224043203
20,0.013615965843200687,0.1,11,1,0.545064632
20,0.01269202530384064,0.1,11,2,0.51602017
20,0.013095159073861206,0.1,11,3,0.418385743
20,0.01271737953526466,0.1,11,4,0.497637191
20,0.01318359375,0.1,11,5,0.194595826
20,0.01158594537671709,0.1,11,6,0.234701082
20,0.012438723806177159,0.1,11,7,0.321889454
20,0.01251562269802713,0.1,11,8,0.288905374
20,0.012095072468632659,0.1,11,9,0.336652803
20,0.0128173828125,0.1,11,10,0.209632292
20,0.01293746754527092,0.1,12,1,0.594463384
20,0.012708234786987307,0.1,12,2,0.396919755
20,0.012750549624549076,0.1,12,3,0.437832045
20,0.012270012194079135,0.1,12,4,0.360522462
20,0.012194824218749999,0.1,12,5,0.223533324
20,0.012348178625185325,0.1,12,6,0.270462605
20,0.012514371459923419,0.1,12,7,0.247144889
20,0.012697869926851976,0.1,12,8,0.424372987
20,0.013153296140405888,0.1,12,9,0.303383888
20,0.012646484375000001,0.1,12,10,0.201928525
20,0.012587920082296478,0.1,13,1,0.788150921
20,0.012708234786987307,0.1,13,2,0.416637973
20,0.012714097496956785,0.1,13,3,0.444091805
20,0.012143173094748615,0.1,13,4,0.367137065
20,0.012420654296875,0.1,13,5,0.288570963
20,0.01294843730835405,0.1,13,6,0.314892968
20,0.011056643383268587,0.1,13,7,0.263328508
20,0.012093837477066854,0.1,13,8,0.334821806
20,0.013118851004665553,0.1,13,9,0.329847409
20,0.012646484375000001,0.1,13,10,0.198011442
20,0.012821954442188144,0.1,14,1,0.713589036
20,0.012643396854400637,0.1,14,2,0.494802361
20,0.01281233728194861,0.1,14,3,0.428337243
20,0.012683908106274663,0.1,14,4,0.430450671
20,0.01129150390625,0.1,14,5,0.27495777
20,0.012595000375652341,0.1,14,6,0.30235061
20,0.012514371459923419,0.1,14,7,0.26717288
20,0.013037106977111593,0.1,14,8,0.341422589
20,0.013259783150797282,0.1,14,9,0.33773776
20,0.012902832031249999,0.1,14,10,0.258868195
20,0.012708234786987307,0.1,15,1,0.61177192
20,0.012419968843460083,0.1,15,2,0.522458704
20,0.012932520487397951,0.1,15,3,0.499029818
20,0.013531907652497868,0.1,15,4,0.312715542
20,0.0125885009765625,0.1,15,5,0.293709412
20,0.012862686067901377,0.1,15,6,0.302853578
20,0.012438723806177159,0.1,15,7,0.321084524
20,0.012765717336903902,0.1,15,8,0.377114104
20,0.01324098478134193,0.1,15,9,0.311447305
20,0.0128173828125,0.1,15,10,0.212224652
20,0.012559282458823873,0.1,16,1,0.798626722
20,0.012546756025403736,0.1,16,2,0.531646136
20,0.012750549624549076,0.1,16,3,0.442299569
20,0.012016333995418103,0.1,16,4,0.325257298
20,0.0125885009765625,0.1,16,5,0.306747526
20,0.01269118358699602,0.1,16,6,0.293653526
20,0.013538939883542885,0.1,16,7,0.231781824
20,0.012186264205973782,0.1,16,8,0.260091664
20,0.012977918858533811,0.1,16,9,0.287056651
20,0.012902832031249999,0.1,16,10,0.226439363
20,0.012575135428960493,0.1,17,1,0.875804704
20,0.012895222753286362,0.1,17,2,0.547240855
20,0.012893570466205945,0.1,17,3,0.475295366
20,0.01281779382223465,0.1,17,4,0.394286232
20,0.010986328125,0.1,17,5,0.252911597
20,0.012860707086957792,0.1,17,6,0.281626457
20,0.012644638495295929,0.1,17,7,0.365297356
20,0.012186264205973782,0.1,17,8,0.259026237
20,0.012977918858533811,0.1,17,9,0.283386244
20,0.012902832031249999,0.1,17,10,0.245333122
20,0.012835310644732093,0.1,18,1,0.756987322
20,0.012458302080631256,0.1,18,2,0.514038943
20,0.013009006711533173,0.1,18,3,0.488656474
20,0.012683908106274663,0.1,18,4,0.363307115
20,0.012194824218749999,0.1,18,5,0.261118933
20,0.01269118358699602,0.1,18,6,0.288388885
20,0.012454578675613948,0.1,18,7,0.40832788
20,0.013540293562193093,0.1,18,8,0.2427654
20,0.012495631333385594,0.1,18,9,0.355346757
20,0.012646484375000001,0.1,18,10,0.23342293
20,0.013525381109502632,0.1,19,1,0.782419969
20,0.012708234786987307,0.1,19,2,0.4125962
20,0.012750549624549076,0.1,19,3,0.467151126
20,0.013492414549720683,0.1,19,4,0.337506407
20,0.0125885009765625,0.1,19,5,0.282739657
20,0.011281052077329795,0.1,19,6,0.253670857
20,0.011070736600545732,0.1,19,7,0.35201707
20,0.012186264205973782,0.1,19,8,0.263472128
20,0.013287617540648305,0.1,19,9,0.481123068
20,0.012902832031249999,0.1,19,10,0.253436799
20,0.0119671574793756,0.1,20,1,0.666341871
20,0.012458302080631256,0.1,20,2,0.538693701
20,0.013009006711533173,0.1,20,3,0.489985403
20,0.011047789604045765,0.1,20,4,0.348498096
20,0.011444091796875,0.1,20,5,0.278967395
20,0.011281052077329795,0.1,20,6,0.272088388
20,0.012349708677556009,0.1,20,7,0.267737442
20,0.013037106977111593,0.1,20,8,0.302175142
20,0.011995806080050173,0.1,20,9,0.335572954
20,0.0128173828125,0.1,20,10,0.233079205
20,0.020602287345668657,0.15,3,1,0.253934659
20,0.02047490914891957,0.15,3,2,0.390392586
20,0.020510749692505374,0.15,3,3,0.321924007
20,0.02154712736705108,0.15,3,4,0.352520339
20,0.020352172851562503,0.15,3,5,0.300223662
20,0.0214030368768656,0.15,3,6,0.2538304
20,0.019965218676783043,0.15,3,7,0.336464115
20,0.017565786242845095,0.15,3,8,0.176403338
20,0.020861456871742238,0.15,3,9,0.260929043
20,0.0205078125,0.15,3,10,0.183286252
20,0.0205934373707381,0.15,4,1,0.36762471
20,0.020484316789430926,0.15,4,2,0.407467966
20,0.019371848566947576,0.15,4,3,0.430312459
20,0.02109541721939736,0.15,4,4,0.406306092
20,0.0194549560546875,0.15,4,5,0.292443278
20,0.02040856542351073,0.15,4,6,0.310955754
20,0.020410485900243268,0.15,4,7,0.329765985
20,0.02058424864298825,0.15,4,8,0.28101412
20,0.021045273824649418,0.15,4,9,0.258338185
20,0.0205078125,0.15,4,10,0.152228413
20,0.020087138304186597,0.15,5,1,0.406181101
20,0.02421283721923828,0.15,5,2,0.403363998
20,0.021074506871494265,0.15,5,3,0.510389269
20,0.02081234743289092,0.15,5,4,0.344399535
20,0.020352172851562503,0.15,5,5,0.284267791
20,0.02099166729275391,0.15,5,6,0.297918541
20,0.02058227305486335,0.15,5,7,0.257682284
20,0.02058424864298825,0.15,5,8,0.287424412
20,0.021959428286044462,0.15,5,9,0.222416819
20,0.0205078125,0.15,5,10,0.189882827
20,0.021227467052114375,0.15,6,1,0.449847397
20,0.022718310356140137,0.15,6,2,0.437345601
20,0.021246456048562498,0.15,6,3,0.403997065
20,0.021297055202004228,0.15,6,4,0.479385814
20,0.019775390625000003,0.15,6,5,0.260019854
20,0.0221813814805274,0.15,6,6,0.320661779
20,0.02058227305486335,0.15,6,7,0.277251473
20,0.020212435272298046,0.15,6,8,0.370595949
20,0.021045273824649418,0.15,6,9,0.302450663
20,0.017578125,0.15,6,10,0.184094786
20,0.020007493666752328,0.15,7,1,0.690621956
20,0.020901033282279973,0.15,7,2,0.579914261
20,0.021004541733556197,0.15,7,3,0.486399126
20,0.02154712736705108,0.15,7,4,0.389295911
20,0.0230712890625,0.15,7,5,0.22622123
20,0.0201689281245305,0.15,7,6,0.307968892
20,0.02058227305486335,0.15,7,7,0.250383836
20,0.023055094443734186,0.15,7,8,0.202542664
20,0.019763485457440028,0.15,7,9,0.211706962
20,0.0205078125,0.15,7,10,0.168980801
20,0.021536376148861974,0.15,8,1,0.655030493
20,0.021088600158691406,0.15,8,2,0.400522258
20,0.021692367028467517,0.15,8,3,0.433386154
20,0.02154712736705108,0.15,8,4,0.38016256
20,0.021869659423828125,0.15,8,5,0.290523345
20,0.0214030368768656,0.15,8,6,0.222007895
20,0.022183576307536715,0.15,8,7,0.336533522
20,0.020378563863041377,0.15,8,8,0.321681837
20,0.02173983400318403,0.15,8,9,0.254626616
20,0.021752929687500002,0.15,8,10,0.245791021
20,0.022232006079285715,0.15,9,1,0.802793186
20,0.020784027172339847,0.15,9,2,0.739483187
20,0.02263551342100958,0.15,9,3,0.397757435
20,0.02154712736705108,0.15,9,4,0.378619103
20,0.02178955078125,0.15,9,5,0.23860795
20,0.02040856542351073,0.15,9,6,0.299068397
20,0.019965218676783043,0.15,9,7,0.311902199
20,0.02058424864298825,0.15,9,8,0.294711743
20,0.021045273824649418,0.15,9,9,0.259862414
20,0.0205078125,0.15,9,10,0.167353515
20,0.020964330062270164,0.15,10,1,0.630635032
20,0.020502805709838867,0.15,10,2,0.438831071
20,0.02138391210175731,0.15,10,3,0.451945502
20,0.02062171613992389,0.15,10,4,0.326580519
20,0.0208282470703125,0.15,10,5,0.272060145
20,0.02128942413144886,0.15,10,6,0.310028237
20,0.019965218676783043,0.15,10,7,0.326059823
20,0.02085937116337855,0.15,10,8,0.266642871
20,0.021045273824649418,0.15,10,9,0.274022743
20,0.0205078125,0.15,10,10,0.170443736
20,0.02114226699632127,0.15,11,1,0.756214542
20,0.021322917938232426,0.15,11,2,0.387387395
20,0.019158642610449333,0.15,11,3,0.425356088
20,0.02081234743289092,0.15,11,4,0.319803367
20,0.0186767578125,0.15,11,5,0.225362518
20,0.0201689281245305,0.15,11,6,0.307691568
20,0.02058227305486335,0.15,11,7,0.268850342
20,0.021957232803556367,0.15,11,8,0.227032169
20,0.01961444232714924,0.15,11,9,0.316179834
20,0.021752929687500002,0.15,11,10,0.246649733
20,0.01981970964948232,0.15,12,1,0.884950674
20,0.02119674682617188,0.15,12,2,0.332478227
20,0.02234380339612245,0.15,12,3,0.398546139
20,0.02069214125418359,0.15,12,4,0.355175194
20,0.021423339843750003,0.15,12,5,0.253657937
20,0.02058029770864221,0.15,12,6,0.259648187
20,0.021955037648988453,0.15,12,7,0.195923253
20,0.02181211446632743,0.15,12,8,0.314907089
20,0.019763485457440014,0.15,12,9,0.229306944
20,0.0205078125,0.15,12,10,0.195147468
20,0.018668765667825937,0.15,13,1,0.69362294
20,0.020502805709838867,0.15,13,2,0.455479198
20,0.020322697089929346,0.15,13,3,0.377864049
20,0.02071712288384398,0.15,13,4,0.338649353
20,0.021869659423828125,0.15,13,5,0.287888621
20,0.02240992013836722,0.15,13,6,0.310196193
20,0.022297845636810847,0.15,13,7,0.295400695
20,0.01976150952320073,0.15,13,8,0.232059447
20,0.02017485496506779,0.15,13,9,0.28535395
20,0.0205078125,0.15,13,10,0.151673466
20,0.020492170883699146,0.15,14,1,0.931520905
20,0.021186232566833496,0.15,14,2,0.451502625
20,0.021614864837915464,0.15,14,3,0.276415898
20,0.021151183692113936,0.15,14,4,0.366460431
20,0.021423339843750003,0.15,14,5,0.26192897
20,0.02240992013836722,0.15,14,6,0.25164997
20,0.021128675423565085,0.15,14,7,0.412046359
20,0.02058424864298825,0.15,14,8,0.256307384
20,0.021959428286044462,0.15,14,9,0.196879614
20,0.02109375,0.15,14,10,0.137803681
20,0.02047741557632321,0.15,15,1,0.972200339
20,0.021181855903705585,0.15,15,2,0.653332299
20,0.02159431475385269,0.15,15,3,0.369450298
20,0.021297055202004228,0.15,15,4,0.420432469
20,0.021869659423828125,0.15,15,5,0.298278491
20,0.02099166729275391,0.15,15,6,0.252581093
20,0.022183576307536715,0.15,15,7,0.275233292
20,0.020212435272298046,0.15,15,8,0.367123545
20,0.02173983400318403,0.15,15,9,0.266220125
20,0.02197265625,0.15,15,10,0.199743888
20,0.0203253426889205,0.15,16,1,0.795038942
20,0.020502805709838867,0.15,16,2,0.418773635
20,0.01932714802835176,0.15,16,3,0.341954401
20,0.021151183692113936,0.15,16,4,0.388967809
20,0.019775390625000003,0.15,16,5,0.191658239
20,0.017927936110693776,0.15,16,6,0.245448198
20,0.022183576307536715,0.15,16,7,0.281536319
20,0.022071502125749078,0.15,16,8,0.349151293
20,0.021973711949503767,0.15,16,9,0.411945405
20,0.0205078125,0.15,16,10,0.171753136
20,0.02265688132787603,0.15,17,1,0.986976308
20,0.021182745695114136,0.15,17,2,0.518022427
20,0.020322697089929346,0.15,17,3,0.356879999
20,0.020440789496734724,0.15,17,4,0.355879471
20,0.02178955078125,0.15,17,5,0.26680001
20,0.02107231240650103,0.15,17,6,0.35350254
20,0.021955037648988453,0.15,17,7,0.21573311
20,0.022185771447941788,0.15,17,8,0.309821521
20,0.019763485457440028,0.15,17,9,0.264446816
20,0.02109375,0.15,17,10,0.13641496
20,0.01981737833034458,0.15,18,1,0.907278377
20,0.020534348487854008,0.15,18,2,0.476169401
20,0.021923416388728884,0.15,18,3,0.498129342
20,0.021396780322531603,0.15,18,4,0.389062153
20,0.018786621093750004,0.15,18,5,0.221491706
20,0.020623476998738767,0.15,18,6,0.378167212
20,0.02021051457401354,0.15,18,7,0.317164437
20,0.01976150952320073,0.15,18,8,0.228687698
20,0.020595164443506703,0.15,18,9,0.374517839
20,0.0205078125,0.15,18,10,0.169198935
20,0.020480366637798397,0.15,19,1,0.875916475
20,0.021088600158691406,0.15,19,2,0.402504686
20,0.020206516879020406,0.15,19,3,0.418385742
20,0.02154712736705108,0.15,19,4,0.361053674
20,0.020352172851562503,0.15,19,5,0.275448721
20,0.02099166729275391,0.15,19,6,0.264013254
20,0.022183576307536715,0.15,19,7,0.288388585
20,0.022642673507287076,0.15,19,8,0.318833487
20,0.019763485457440014,0.15,19,9,0.241532317
20,0.0205078125,0.15,19,10,0.172500978
20,0.01993848569691182,0.15,20,1,0.735861155
20,0.020472295582294464,0.15,20,2,0.539967646
20,0.020195115415935654,0.15,20,3,0.531688501
20,0.023013182421160756,0.15,20,4,0.336596918
20,0.019775390625,0.15,20,5,0.212284444
20,0.0201689281245305,0.15,20,6,0.32870236
20,0.020410485900243268,0.15,20,7,0.29857264
20,0.021957232803556367,0.15,20,8,0.203822919
20,0.021502351055346952,0.15,20,9,0.313261175
20,0.0205078125,0.15,20,10,0.170384546
25,0.004568702201861201,0.05,3,1,0.308878982
25,0.004721821687853167,0.05,3,2,0.276632829
25,0.0045749505357663475,0.05,3,3,0.331938603
25,0.004257424174592037,0.05,3,4,0.321846188
25,0.006103515625,0.05,3,5,0.20731966
25,0.00426825928569779,0.05,3,6,0.355553773
25,0.004716502272880672,0.05,3,7,0.337342056
25,0.004388572609687169,0.05,3,8,0.23980618
25,0.004206260874907557,0.05,3,9,0.29103022
25,0.004225146657258329,0.05,3,10,0.310912187
25,0.004293026449356752,0.05,4,1,0.356788058
25,0.004153258899799141,0.05,4,2,0.352614984
25,0.0053334983481870555,0.05,4,3,0.338495819
25,0.004713694522580555,0.05,4,4,0.391714905
25,0.00457763671875,0.05,4,5,0.292598615
25,0.005187150707317331,0.05,4,6,0.309037023
25,0.004716502272880672,0.05,4,7,0.310353333
25,0.004205851471208486,0.05,4,8,0.276085393
25,0.0049073043540588165,0.05,4,9,0.323049826
25,0.004115309765793622,0.05,4,10,0.321167451
25,0.004800217864687636,0.05,5,1,0.386102333
25,0.00408194631484036,0.05,5,2,0.367629517
25,0.0053558349609375,0.05,5,3,0.328843275
25,0.00472978954986644,0.05,5,4,0.368267993
25,0.00457763671875,0.05,5,5,0.287324359
25,0.004878010612226045,0.05,5,6,0.273041443
25,0.004716502272880672,0.05,5,7,0.329672842
25,0.004425443366002781,0.05,5,8,0.277650784
25,0.004416573918652938,0.05,5,9,0.330489189
25,0.004694607396953697,0.05,5,10,0.332629959
25,0.004722150979461791,0.05,6,1,0.362796034
25,0.0051319439740449835,0.05,6,2,0.450011748
25,0.00494384765625,0.05,6,3,0.325427358
25,0.005009671270522738,0.05,6,4,0.371504836
25,0.0048065185546875,0.05,6,5,0.314158646
25,0.005121911142837348,0.05,6,6,0.28949187
25,0.004716502272880672,0.05,6,7,0.312273266
25,0.00452593999216606,0.05,6,8,0.312470368
25,0.004206260874907557,0.05,6,9,0.287987472
25,0.004115309765793622,0.05,6,10,0.368636656
25,0.004406954050090451,0.05,7,1,0.45652149
25,0.004724466501761199,0.05,7,2,0.567793448
25,0.004163646697998047,0.05,7,3,0.484292909
25,0.005015015906304331,0.05,7,4,0.344955385
25,0.00457763671875,0.05,7,5,0.340655818
25,0.00424167188747097,0.05,7,6,0.434316375
25,0.004781787410445113,0.05,7,7,0.301130747
25,0.004388572609687169,0.05,7,8,0.243894224
25,0.0049073043540588165,0.05,7,9,0.331866794
25,0.004115309765793622,0.05,7,10,0.341259439
25,0.004268981526187977,0.05,8,1,0.486671943
25,0.004102391627944552,0.05,8,2,0.733118866
25,0.00494384765625,0.05,8,3,0.323938283
25,0.004771115495735942,0.05,8,4,0.331699137
25,0.0041961669921875,0.05,8,5,0.361222231
25,0.004878010612226045,0.05,8,6,0.268533959
25,0.004952327386524707,0.05,8,7,0.365376376
25,0.004388572609687169,0.05,8,8,0.257395646
25,0.004206260874907557,0.05,8,9,0.286742972
25,0.004225146657258329,0.05,8,10,0.29328276
25,0.004180988120297935,0.05,9,1,0.536308357
25,0.004391862303627578,0.05,9,2,0.612503237
25,0.004636788368225098,0.05,9,3,0.52432906
25,0.004383462361707396,0.05,9,4,0.451529967
25,0.004119873046875,0.05,9,5,0.345475178
25,0.00497965847639841,0.05,9,6,0.333851925
25,0.00466059136387108,0.05,9,7,0.41925497
25,0.004416144044768911,0.05,9,8,0.31323804
25,0.0044258937061501915,0.05,9,9,0.301533963
25,0.005487079687724829,0.05,9,10,0.282855033
25,0.004651739678620234,0.05,10,1,0.683299171
25,0.004428795943287112,0.05,10,2,0.484566026
25,0.00432586669921875,0.05,10,3,0.413474741
25,0.004955017623669604,0.05,10,4,0.357434045
25,0.00457763671875,0.05,10,5,0.2865654
25,0.005187150707317331,0.05,10,6,0.313307446
25,0.004781787410445113,0.05,10,7,0.31333028
25,0.004416144044768911,0.05,10,8,0.299963464
25,0.004206260874907557,0.05,10,9,0.290137857
25,0.0044263441171277715,0.05,10,10,0.279156383
25,0.005184992014705773,0.05,11,1,0.573091741
25,0.00440686219081135,0.05,11,2,0.474496446
25,0.00528717041015625,0.05,11,3,0.394136304
25,0.004771115495735942,0.05,11,4,0.323771529
25,0.00457763671875,0.05,11,5,0.299558445
25,0.004374965767840234,0.05,11,6,0.382586964
25,0.004716502272880672,0.05,11,7,0.312160894
25,0.004205851471208486,0.05,11,8,0.315050107
25,0.0044258937061501915,0.05,11,9,0.281533614
25,0.004115309765793622,0.05,11,10,0.336557859
25,0.005019588746041632,0.05,12,1,0.608893224
25,0.004303648877086353,0.05,12,2,0.595307974
25,0.00432586669921875,0.05,12,3,0.3801226
25,0.00417472605876895,0.05,12,4,0.407975742
25,0.00457763671875,0.05,12,5,0.29894551
25,0.00426825928569779,0.05,12,6,0.374314128
25,0.00442172088082563,0.05,12,7,0.428778616
25,0.004416144044768911,0.05,12,8,0.320896437
25,0.0044258937061501915,0.05,12,9,0.294303719
25,0.00485448839166199,0.05,12,10,0.416233254
25,0.004779797477084683,0.05,13,1,0.803337017
25,0.004448657705389236,0.05,13,2,0.575865877
25,0.0045421600341796885,0.05,13,3,0.42208349
25,0.005248227045309537,0.05,13,4,0.340858027
25,0.00457763671875,0.05,13,5,0.289619565
25,0.004878010612226045,0.05,13,6,0.274825869
25,0.004573988716610982,0.05,13,7,0.409030953
25,0.005120001377968364,0.05,13,8,0.287077683
25,0.0049073043540588165,0.05,13,9,0.329999741
25,0.004115309765793622,0.05,13,10,0.325198107
25,0.004448484025592145,0.05,14,1,0.794864376
25,0.004364537846840238,0.05,14,2,0.540741328
25,0.00528717041015625,0.05,14,3,0.370840822
25,0.005015015906304331,0.05,14,4,0.35890359
25,0.00457763671875,0.05,14,5,0.304266036
25,0.005121911142837348,0.05,14,6,0.315169389
25,0.00487892129771838,0.05,14,7,0.276798683
25,0.004205851471208486,0.05,14,8,0.278734839
25,0.004206260874907557,0.05,14,9,0.292112773
25,0.004115309765793622,0.05,14,10,0.360986971
25,0.00482998788356781,0.05,15,1,0.794669979
25,0.004461462282105165,0.05,15,2,0.559084646
25,0.00432586669921875,0.05,15,3,0.399811672
25,0.0043881389180162895,0.05,15,4,0.421899609
25,0.00457763671875,0.05,15,5,0.303148629
25,0.0043572011668486085,0.05,15,6,0.420257301
25,0.004716502272880672,0.05,15,7,0.318336227
25,0.004388572609687169,0.05,15,8,0.233266692
25,0.004206260874907557,0.05,15,9,0.300130819
25,0.004115309765793622,0.05,15,10,0.325317089
25,0.004783987998962402,0.05,16,1,0.776163512
25,0.004472309038546726,0.05,16,2,0.596939766
25,0.00432586669921875,0.05,16,3,0.415823129
25,0.005093375529840336,0.05,16,4,0.549948892
25,0.00457763671875,0.05,16,5,0.308595949
25,0.00497965847639841,0.05,16,6,0.341506417
25,0.004716502272880672,0.05,16,7,0.318932337
25,0.004388572609687169,0.05,16,8,0.235627397
25,0.0044258937061501915,0.05,16,9,0.306538707
25,0.004023949197388884,0.05,16,10,0.301682389
25,0.004204676952213049,0.05,17,1,0.979950977
25,0.0044836230660381905,0.05,17,2,0.608989671
25,0.00494384765625,0.05,17,3,0.352386635
25,0.004771115495735942,0.05,17,4,0.329486859
25,0.00443115234375,0.05,17,5,0.349312941
25,0.004878010612226045,0.05,17,6,0.279334856
25,0.004716502272880672,0.05,17,7,0.311229772
25,0.004205851471208486,0.05,17,8,0.280432432
25,0.0044258937061501915,0.05,17,9,0.311676855
25,0.004225146657258329,0.05,17,10,0.326225377
25,0.004415988922119141,0.05,18,1,0.826963004
25,0.0043343217247327395,0.05,18,2,0.637441629
25,0.00432586669921875,0.05,18,3,0.382389261
25,0.005015015906304331,0.05,18,4,0.337034687
25,0.00432586669921875,0.05,18,5,0.343286035
25,0.005040701575540931,0.05,18,6,0.287644648
25,0.0042690561355035826,0.05,18,7,0.362737145
25,0.004906826716409901,0.05,18,8,0.327625215
25,0.004416573918652938,0.05,18,9,0.31418779
25,0.004801194726759226,0.05,18,10,0.368270397
25,0.0047333881258964546,0.05,19,1,0.850746731
25,0.00437902420516229,0.05,19,2,0.554276703
25,0.00494384765625,0.05,19,3,0.313576657
25,0.004938156166512963,0.05,19,4,0.356362908
25,0.0045318603515625,0.05,19,5,0.314563364
25,0.004878010612226045,0.05,19,6,0.261278777
25,0.005053982192390046,0.05,19,7,0.335370745
25,0.004906826716409901,0.05,19,8,0.3123607
25,0.004206260874907557,0.05,19,9,0.285442285
25,0.004694607396953697,0.05,19,10,0.332863716
25,0.0046863555908203125,0.05,20,1,0.703809399
25,0.004460582986372759,0.05,20,2,0.566166162
25,0.004542160034179688,0.05,20,3,0.424295769
25,0.004656914405111296,0.05,20,4,0.354681841
25,0.00457763671875,0.05,20,5,0.28619884
25,0.0043572011668486085,0.05,20,6,0.409341929
25,0.00487892129771838,0.05,20,7,0.291245048
25,0.004416144044768911,0.05,20,8,0.302249056
25,0.0044258937061501915,0.05,20,9,0.284567949
25,0.0044263441171277715,0.05,20,10,0.279718542
25,0.009851264123968233,0.1,3,1,0.384081146
25,0.010651440342128154,0.1,3,2,0.37510133
25,0.011430530229348765,0.1,3,3,0.390787088
25,0.00976734053663052,0.1,3,4,0.428220363
25,0.01267242431640625,0.1,3,5,0.298639642
25,0.010077432601012196,0.1,3,6,0.542587649
25,0.009869633719688497,0.1,3,7,0.541446806
25,0.010486859965231632,0.1,3,8,0.399831803
25,0.009858423925564588,0.1,3,9,0.420632574
25,0.00992574135355925,0.1,3,10,0.273532393
25,0.009695111890280973,0.1,4,1,0.414854749
25,0.010147635778193352,0.1,4,2,0.446536039
25,0.010274599452095022,0.1,4,3,0.483888191
25,0.010939888565665239,0.1,4,4,0.525768259
25,0.009882545471191407,0.1,4,5,0.436963718
25,0.01044575311741776,0.1,4,6,0.535281689
25,0.010154254950876379,0.1,4,7,0.395504293
25,0.009472002549241475,0.1,4,8,0.327836137
25,0.010625190230886278,0.1,4,9,0.357108047
25,0.010586787007732542,0.1,4,10,0.320609199
25,0.009364351976215891,0.1,5,1,0.440606783
25,0.010350926522136714,0.1,5,2,0.492118963
25,0.010596370697021485,0.1,5,3,0.41454137
25,0.0105785491773607,0.1,5,4,0.485713478
25,0.009441375732421875,0.1,5,5,0.436836925
25,0.009700891991276791,0.1,5,6,0.365366762
25,0.010450200409081938,0.1,5,7,0.529397502
25,0.010825145770561685,0.1,5,8,0.253374605
25,0.010620808709141586,0.1,5,9,0.32210969
25,0.010376453491022624,0.1,5,10,0.294286894
